post_title,weight,tax:pwb-brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_color,attribute_data:pa_color
"XYZ Maker CZ-300",0,XYZPrinting,simple,exclude-from-catalog|exclude-from-search|outofstock,"Impresoras 3D|Impresoras 3D > Filamento",,,,
"Creality Ender 3",10.01,Creality,simple,,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3",,,
"Creality Ender 3 Pro",10.01,Creality,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3 Pro",,,
"Artillery Sidewinder X1",0,Artillery,simple,exclude-from-catalog|exclude-from-search|outofstock,"Impresoras 3D|Impresoras 3D > Filamento",,,,
"Artillery Genius",0,Artillery,simple,exclude-from-catalog|exclude-from-search|outofstock|rated-5,"Impresoras 3D|Impresoras 3D > Filamento",,,,
"Anycubic i3 Mega S",24,Anycubic,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Filamento","Anycubic i3 Mega S",,,
"XYZ Printing Da Vinci 3 en 1",73,XYZPrinting,simple,exclude-from-catalog|exclude-from-search|outofstock,"Impresoras 3D|Impresoras 3D > Ensamblada",,,,
"XYZ Printing Da Vinci Color",73,XYZPrinting,simple,exclude-from-catalog|exclude-from-search|outofstock,"Impresoras 3D|Impresoras 3D > Ensamblada",,,,
"Raise 3D Pro 2",120,"Raise 3D",simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Ensamblada",,,,
"Raise 3D Pro 2 Plus",120,"Raise 3D",simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Ensamblada","impresora 3D|Raise 3D|Raise 3D Pro 2 Plus",,,
"Raise 3D E2",73,"Raise 3D",simple,,"Características|Características > Cartesiana|Características > Cerrada|Características > Alta Temperatura|Características > Doble Extrusor|Impresoras 3D|Impresoras 3D > Ensamblada","impresora 3D|Raise 3D E2",,,
"XYZ Printing Nobel Superfine",31,XYZPrinting,simple,exclude-from-catalog|exclude-from-search|outofstock,"Impresoras 3D|Impresoras 3D > Resina",,,,
"Bloque calentador tipo Volcano",0.01,Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"PolyDissolve S1 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,,Transparente,0|1|0
"PolyLite ASA Blanco 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,,Blanco,0|1|0
"PolyCast Natural 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,,Natural,0|1|0
"PolyMide CoPA Natural (1.75mm, 750g)",1.5,Polymaker,simple,exclude-from-catalog|exclude-from-search,"Filamentos|Filamentos > Nylon",,,,
"PolyLite PETG Transparente 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PETG",,,Transparente,0|1|0
"PolyLite PETG Blanco 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PETG","PolyLite PETG|PolyLite PETG Blanco",,Blanco,0|1|0
"PolyLite PETG Negro 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PETG","PolyLite PETG|PolyLite PETG Negro",,Negro,0|1|0
"PolyLite ABS Negro 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > ABS","Filamento ABS|PolyLite ABS|PolyLite ABS Negro",,Negro,0|1|0
"PolyLite PLA Verde 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Verde,0|1|0
"PolyLite PLA Morado 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Morado,0|1|0
"PolyLite PLA Turquesa 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Turquesa,0|1|0
"PolyLite PLA Gris 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA","Filamento PLA|PolyLite PLA|PolyLite PLA Gris",,Gris,0|1|0
"PolyLite PLA Amarillo 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Amarillo,0|1|0
"PolyLite PLA Rojo 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Rojo,0|1|0
"PolyLite PLA Azul 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Azul,0|1|0
"PolyLite PLA Blanco 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA","Filamento PLA|PolyLite PLA|PolyLite PLA Blanco",,Blanco,0|1|0
"PolyLite PLA Negro 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA","Filamentos PLA|PolyLite PLA|PolyLite PLA Negro",,Negro,0|1|0
"PolyLite PLA Natural 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Natural,0|1|0
"PolySmooth Rojo Coral 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,,Rojo,0|1|0
"PolySmooth Transparente 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,,Transparente,0|1|0
"PolySmooth Azul Eléctrico 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,,Azul,0|1|0
"PolySmooth Blanco Nieve 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,,Blanco,0|1|0
"PolyWood Madera 1.75mm 600g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,,Beige,0|1|0
"PolyFlex Negro 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > TPU","Filamento TPU|PolyFlex Negro",,Negro,0|1|0
"PolyFlex Blanco 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > TPU","Filamento TPU|PolyFlex Blanco",,Blanco,0|1|0
"PolyMax PC Blanco 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Policarbonato",,,Blanco,0|1|0
"PolyMax PETG Blanco 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > PETG",,,Blanco,0|1|0
"PolyMax PLA Negro 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Reforzado",,,Negro,0|1|0
"PolyMax PLA Blanco 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Reforzado",,,Blanco,0|1|0
"Cabezal de impresion Anycubic",1.5,Anycubic,simple,exclude-from-catalog,"Repuestos|Repuestos > Hotends","Cabezal de impresion Anycubic",,,
"Plataforma caliente Anycubic",1.5,Anycubic,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Tanque de resina Anycubic",1.5,Anycubic,simple,,"Repuestos|Repuestos > Tanques",,,,
"Film FEP Anycubic 140x200mm",1.5,Anycubic,simple,,"Repuestos|Repuestos > Film FEP","Film FEP Anycubic|Film FEP Anycubic 140x200mm",,,
"Placa Principal Ender-3 V1.1.4",0.5,Creality,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Fuente de Alimentación",1.5,Creality,simple,,"Repuestos|Repuestos > Fuentes de Poder",,,,
"Ventilador axial 4010",0.1,Creality,simple,,"Repuestos|Repuestos > Ventiladores",,,,
"Bloque calentador MK8",0.01,Creality,simple,,"Repuestos|Repuestos > Hotends",,,,
"Bloque disipador",0.01,Creality,simple,,"Repuestos|Repuestos > Hotends",,,,
"Boquilla MK8 0.3mm",0.01,Creality,simple,,"Repuestos|Repuestos > Boquillas","Boquilla MK8|Boquilla MK8 de 0.3 mm",,,
"Boquilla MK8 0.4mm",0.01,Creality,simple,,"Repuestos|Repuestos > Boquillas","Boquilla MK8|Boquilla MK8 de 0.4 mm",,,
"Boquilla MK8 0.6mm",0.01,Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla MK8 0.8mm",0.01,Creality,simple,,"Repuestos|Repuestos > Boquillas","Boquilla MK8|Boquilla MK8 de 0.8 mm",,,
"Columna de aislamiento excentrica Creality",0.01,Creality,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Conector neumatico PC4-M6 Creality",0.01,Creality,simple,,"Upgrades|Upgrades > Tubos PTFE",,,,
"Motor paso a paso 42-40 Creality",1.5,Creality,simple,,"Repuestos|Repuestos > Motores",,,,
"Correa Sincrónica del eje X",0.1,Creality,simple,,"Repuestos|Repuestos > Correas",,,,
"Correa Sincrónica del eje Y",0.1,Creality,simple,,"Repuestos|Repuestos > Correas",,,,
"Fuente de Alimentación Meanwell",1.5,Creality,simple,,"Repuestos|Repuestos > Fuentes de Poder",,,,
"Limite de carrera Creality",0.01,Creality,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Tubo calefactor Creality",0.1,Creality,simple,,"Repuestos|Repuestos > Resistencias",,,,
"Termistor de extrusor Creality",0.1,Creality,simple,,"Repuestos|Repuestos > Termistores",,,,
"Base Magnética 235x235mm Creality",1.5,Creality,simple,,"Upgrades|Upgrades > PEIs","Plataforma Magnetica Flexible|Plataforma Magnetica Flexible 235x235mm",,,
"Tubo de teflon Capricorn Serie TL 0.5m",0.1,Capricorn,simple,,"Upgrades|Upgrades > Tubos PTFE",,,,
"Creality Ender 3 V2",10.01,Creality,simple,exclude-from-catalog|outofstock,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Creality|Creality Ender 3 V2|Ender 3 V2|Impresoras 3D",,,
"Creality CR-6 SE",24,Creality,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Filamento","Creality CR-6 SE",,,
"Creality Ender 5",0,Creality,simple,exclude-from-catalog|exclude-from-search|outofstock,"Impresoras 3D|Impresoras 3D > Filamento",,,,
"Creality Ender 5 Pro",24,Creality,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 5 Pro",,,
"Anycubic Chiron",40.5,Anycubic,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Filamento","Anycubic Chiron",,,
"Anycubic Photon",0,Anycubic,simple,exclude-from-catalog|exclude-from-search|outofstock,"Impresoras 3D|Impresoras 3D > Resina",,,,
"Anycubic Photon Zero",0,Anycubic,simple,exclude-from-catalog|exclude-from-search|outofstock,"Impresoras 3D|Impresoras 3D > Resina",,,,
"Anycubic Wash and Cure 2.0",10.01,Anycubic,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Postprocesado","Anycubic Wash and Cure 2.0",,,
"Lapicero 3D MagiX Pro",1.5,"Krear 3D",simple,,"Upgrades|Upgrades > Lapiceros 3D","Lapicero 3D MagiX Pro",,,
"Lapicero 3D MagiX",,"Krear 3D",simple,,"Upgrades|Upgrades > Lapiceros 3D",,,,
"PolyBox Edition II",6,Polymaker,simple,,"Upgrades|Upgrades > Accesorios",,,,
"Polysher Black",9,Polymaker,simple,,"Upgrades|Upgrades > Accesorios",,,,
"HP 3D Scan Pro S3",24,HP,simple,exclude-from-catalog|outofstock,"Escáneres 3D|Escáneres 3D > Luz Estructurada",,,,
"HP Camara Dual Adicional",6,HP,simple,exclude-from-catalog,"Escáneres 3D|Escáneres 3D > Accesorios",,,,
"HP Base Giratoria Automatica",6,HP,simple,exclude-from-catalog|outofstock,"Escáneres 3D|Escáneres 3D > Accesorios",,,,
"Matter and Form V2",9,,simple,exclude-from-catalog|exclude-from-search|outofstock,"Escáneres 3D|Escáneres 3D > Triangulación Láser",,,,
"XYZ 3D Scanner 1.0A",6,XYZPrinting,simple,exclude-from-catalog|outofstock,"Escáneres 3D|Escáneres 3D > Triangulación Láser",,,,
"Epilog Laser Zing 16 30W",,"Epilog Laser",simple,,"Cortadoras Láser|Cortadoras Láser > Profesional",,,,
"Tormach xsTECH CNC Router",,Tormach,simple,,"Routers CNC|Routers CNC > Profesional",,,,
"Laguna Tools IQ Series",,Laguna,simple,,"Routers CNC|Routers CNC > Profesional",,,,
"progeCAD Professional 2020",,,simple,exclude-from-catalog|exclude-from-search,"Upgrades|Upgrades > Accesorios",,,,
"Dobot Magician",,Dobot,simple,,"Routers CNC|Routers CNC > Robots",,,,
"Dobot Magician Lite",,Dobot,simple,,"Routers CNC|Routers CNC > Robots",,,,
"Boquilla Volcano 0.4mm",0.01,Artillery,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Polea Dentada 2GT-20 8mm",0.01,Artillery,simple,,"Repuestos|Repuestos > Correas",,,,
"Kit Resortes para Plataforma (x4) Creality",0.05,Creality,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Placa principal Sidewinder Gen-L V1.0",0.5,Artillery,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Placa principal Genius Gen-L V1.0",0.5,Artillery,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Cama Termica de Silicona para Sidewinder X1",1.5,Artillery,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Driver FS31W01 con disipador de calor",0.1,Artillery,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Motor paso a paso de 42-24 Artillery",1.5,Artillery,simple,,"Repuestos|Repuestos > Motores",,,,
"Motor paso a paso de 42-40 Artillery",1.5,Artillery,simple,,"Repuestos|Repuestos > Motores",,,,
"Motor paso a paso de 42-48 Artillery",1.5,Artillery,simple,,"Repuestos|Repuestos > Motores",,,,
"Cama Termica de Silicona para Genius",1.5,Artillery,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Plataforma de vidrio para Genius",1.5,Artillery,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Tubo de teflon PTFE",0.5,,simple,,"Upgrades|Upgrades > Tubos PTFE",,,,
"Plataforma de vidrio para Sidewinder X1",1.5,Artillery,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Rueda en V",0.1,Artillery,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Creality Ender 6",40.5,Creality,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 6",,,
"Creality Ender 5 Plus",40.5,Creality,simple,,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 5 Plus",,,
"Anycubic Photon S",0,Anycubic,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Resina",,,,
"Anycubic Photon Mono",10.01,Anycubic,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Resina","Anycubic Photon Mono",,,
"Anycubic Photon Mono X",24,Anycubic,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Resina","Anycubic Photon Mono X",,,
"Anycubic Mega Pro",24,Anycubic,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Filamento",,,,
"Kit tarjetas ejes para Sidewinder X1",0.5,Artillery,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Kit tarjetas ejes para Genius",0.5,Artillery,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Kit cables flat para Genius",0.5,Artillery,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Kit cables flat para Sidewinder X1",0.5,Artillery,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Kit sensores final de carrera para Sidewinder X1",0.5,Artillery,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Kit pantalla tactil para Sidewinder X1",0.5,Artillery,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Kit pantalla tactil para Genius",0.5,Artillery,simple,,"Repuestos|Repuestos > Pantallas",,,,
"Kit Extrusor Titan Artillery",0.5,Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"PolyLite PLA Anaranjado 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Anaranjado,0|1|0
"Resina Estandar Transparente Anycubic 500g",1.5,Anycubic,simple,,"Resinas|Resinas > Estándar",,,,
"Resina Estandar Gris Anycubic 500g",1.5,Anycubic,simple,,"Resinas|Resinas > Estándar",,,,
"Resina Estandar Negra Anycubic 500g",1.5,Anycubic,simple,,"Resinas|Resinas > Estándar","Resina Estandar|Resina Estandar Negra|Resina para impresoras 3D",,,
"Resina Estandar Verde Traslucida Anycubic 500g",1.5,Anycubic,simple,exclude-from-catalog|outofstock,"Resinas|Resinas > Estándar",,,,
"Resina Estandar Turquesa Anycubic 500g",1.5,Anycubic,simple,,"Resinas|Resinas > Estándar",,,,
"Resina Estandar Blanca Anycubic 1Kg",1.5,Anycubic,simple,,"Resinas|Resinas > Estándar","Resina Estandar|Resina Estandar Blanca|Resina para impresoras 3D",,,
"Resina Estandar Piel (Beige) Anycubic 1Kg",1.5,Anycubic,simple,,"Resinas|Resinas > Estándar","Resina Estandar|Resina Estandar Piel|Resina para impresoras 3D",,,
"Resina Casteable Anycubic 500g",1.5,Anycubic,simple,exclude-from-catalog|exclude-from-search|outofstock,"Resinas|Resinas > Casteable",,,,
"Resina Medica Anycubic 500g",1.5,Anycubic,simple,exclude-from-catalog|exclude-from-search|outofstock,"Resinas|Resinas > Biocompatible",,,,
"Boquilla Volcano de Acero Endurecido 0.4mm",0.01,Artillery,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla MK8 de Acero Endurecido 0.4mm",0.01,Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Aguja Limpiador de Boquillas 0.4mm x5",0.1,,simple,,"Upgrades|Upgrades > Accesorios",,,,
"Extrusor ensamblado de Sidewinder X1",1.5,Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"Extrusor ensamblado de Genius",1.5,Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"Sensor de Filamento Artillery",0.1,Artillery,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Sensor de Autonivelado BLTouch",0.5,Creality,simple,exclude-from-catalog,"Upgrades|Upgrades > Sensores",,,,
"Artillery Hornet",24,Artillery,simple,exclude-from-catalog|outofstock,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Artillery|Artillery Hornet|Hornet|impresora 3D",,,
"Creality Ender 3 Max",24,Creality,simple,exclude-from-catalog|exclude-from-search|outofstock,"Impresoras 3D|Impresoras 3D > Filamento","Creality Ender 3 Max",,,
"Boquilla Volcano 0.2mm",0.01,Artillery,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla Volcano 0.6mm",0.01,Artillery,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Boquilla Volcano 0.8mm",0.01,Artillery,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Ventilador de capa 4010",0.1,Creality,simple,,"Repuestos|Repuestos > Ventiladores",,,,
"Kit Extrusor de Metal",0.5,Creality,simple,,"Upgrades|Upgrades > Extrusores",,,,
"Placa silenciosa Ender 3 V2",0.5,Creality,simple,,"Repuestos|Repuestos > Placas Electrónicas",,,,
"Kit HotEnd Artillery",0.5,Artillery,simple,,"Repuestos|Repuestos > Hotends",,,,
"Kit Termistor + Resistencia Artillery",0.1,Artillery,simple,,"Repuestos|Repuestos > Resistencias|Repuestos > Termistores",,,,
"Kit Boquillas Volcano",0.1,Artillery,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Kit Boquillas MK8",0.1,Creality,simple,,"Repuestos|Repuestos > Boquillas",,,,
"Creality CR-10 Max",40.5,Creality,simple,,"Características|Características > Cartesiana|Características > Gran Formato|Impresoras 3D|Impresoras 3D > Filamento","Creality CR-10 Max",,,
"Creality LD-002H",10.01,Creality,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Resina",,,,
"Creality LD-006",24,Creality,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Resina","Creality|Creality LD-006|impresora 3D|LD-006",,,
"Creality CR-5 Pro H",72.03,Creality,simple,,"Características|Características > Core XY|Características > Cerrada|Características > Alta Temperatura|Impresoras 3D|Impresoras 3D > Filamento|Impresoras 3D > Ensamblada","CR-5 Pro H|Creality|Creality CR-5 Pro H|impresora 3D",,,
"Creality CR-200B",40.5,Creality,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Filamento|Impresoras 3D > Ensamblada","Creality CR-200B",,,
"Creality Sermoon D1",40.5,Creality,simple,,"Características|Características > Core XY|Características > Cerrada|Impresoras 3D|Impresoras 3D > Filamento|Impresoras 3D > Ensamblada","Creality Sermoon D1",,,
"Anycubic Photon Mono SE",0,Anycubic,simple,exclude-from-catalog|exclude-from-search|outofstock,"Impresoras 3D|Impresoras 3D > Resina",,,,
"Creality UW-01",10.01,Creality,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Resina",,,,
"Creality CP-01",24,Creality,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Filamento","Creality CP-01",,,
"PolyTerra PLA Negro Carbón 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA","PolyTerra|PolyTerra PLA|PolyTerra PLA Negro Carbón",,Negro,0|1|0
"PolyTerra PLA Blanco Algodón 1.75mm 1Kg",1.5,Polymaker,simple,exclude-from-catalog,"Filamentos|Filamentos > PLA","PolyTerra PLA Blanco Algodón",,Blanco,0|1|0
"PolyTerra PLA Anaranjado Amanecer 1.75mm 1Kg",1.5,Polymaker,simple,exclude-from-catalog,"Filamentos|Filamentos > PLA",,,Anaranjado,0|1|0
"PolyTerra PLA Azul Zafiro 1.75mm 1Kg",1.5,Polymaker,simple,exclude-from-catalog,"Filamentos|Filamentos > PLA",,,Azul,0|1|0
"PolyTerra PLA Morado Lavanda 1.75mm 1Kg",1.5,Polymaker,simple,exclude-from-catalog,"Filamentos|Filamentos > PLA",,,Morado,0|1|0
"PolyTerra PLA Turquesa Ártico 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA",,,Turquesa,0|1|0
"PolyTerra PLA Rojo Lava 1.75mm 1Kg",1.5,Polymaker,simple,exclude-from-catalog,"Filamentos|Filamentos > PLA",,,Rojo,0|1|0
"PolyTerra PLA Gris Fósil 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > PLA","PolyTerra PLA Gris Fosil",,Gris,0|1|0
"PolyMax PETG Negro 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > PETG",,,Negro,0|1|0
"PolyMax PC Negro 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Policarbonato",,,Negro,0|1|0
"PolySmooth Negro 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,,Negro,0|1|0
"PolyMide CoPA Negro 1.75mm 750g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Nylon",,,Negro,0|1|0
"PolyMide PA6-CF Negro 1.75mm 500g",1.5,Polymaker,simple,,"Filamentos|Filamentos > Reforzado",,,Negro,0|1|0
"PolyLite ASA Negro 1.75mm 1Kg",1.5,Polymaker,simple,,"Filamentos|Filamentos > Especiales",,,Negro,0|1|0
"Resina Estandar Gris Anycubic 1Kg",1.5,Anycubic,simple,,"Resinas|Resinas > Estándar","Resina Estandar|Resina Estandar Gris|Resina para impresoras 3D",,,
"Resina Estandar Transparente Anycubic 1Kg",1.5,Anycubic,simple,,"Resinas|Resinas > Estándar",,,,
"XYZ PLA Fibra de Carbono (1.75mm, 600g)",1.5,Polymaker|XYZPrinting,simple,exclude-from-catalog|outofstock,"Filamentos|Filamentos > Reforzado",,,,
"Esun ABS+ Rojo (1.75mm, 1Kg)",1.5,Esun,simple,exclude-from-catalog,"Filamentos|Filamentos > ABS",,,,
"Esun ABS+ Azul (1.75mm, 1Kg)",1.5,Esun,simple,exclude-from-catalog,"Filamentos|Filamentos > ABS",,,,
"Esun ABS+ Gris (1.75mm, 1Kg)",1.5,Esun,simple,exclude-from-catalog,"Filamentos|Filamentos > ABS",,,,
"Esun ABS+ Verde (1.75mm, 1Kg)",1.5,Esun,simple,exclude-from-catalog,"Filamentos|Filamentos > ABS",,,,
"Esun ABS+ Negro (1.75mm, 1Kg)",1.5,Esun,simple,exclude-from-catalog,"Filamentos|Filamentos > ABS",,,,
"XYZ PLA Resistente (1.75mm, 600g)",1.5,XYZPrinting,simple,exclude-from-catalog|outofstock,"Filamentos|Filamentos > Reforzado",,,,
"Kit Ruedas Giratorias de Nivelacion (x4) Creality",0.5,Creality,simple,,"Repuestos|Repuestos > Plataformas",,,,
"Base Magnética 310x310mm Creality",1.5,Creality,simple,,"Upgrades|Upgrades > PEIs","Plataforma Magnetica Flexible|Plataforma Magnetica Flexible 310x310mm",,,
"Film FEP Creality 140x200mm",1.5,Creality,simple,,"Repuestos|Repuestos > Film FEP",,,,
"Film FEP Anycubic 175x260mm",1.5,Anycubic,simple,,"Repuestos|Repuestos > Film FEP",,,,
"Resina Estandar Amarilla Creality 1Kg",1.5,Creality,simple,exclude-from-catalog|outofstock,"Resinas|Resinas > Estándar",,,,
"Resina Estandar Roja Creality 1Kg",1.5,Creality,simple,exclude-from-catalog|outofstock,"Resinas|Resinas > Estándar",,,,
"Resina Estandar Verde Creality 1Kg",1.5,Creality,simple,exclude-from-catalog|outofstock,"Resinas|Resinas > Estándar",,,,
"Resina Estandar Anaranjada Creality 1Kg",1.5,Creality,simple,exclude-from-catalog|outofstock,"Resinas|Resinas > Estándar",,,,
"Resina Estandar Azul Creality 1Kg",1.5,Creality,simple,exclude-from-catalog|outofstock,"Resinas|Resinas > Estándar",,,,
"Resina Estandar Piel Creality 1Kg",1.5,Creality,simple,exclude-from-catalog|outofstock,"Resinas|Resinas > Estándar",,,,
"Resina Estandar Blanca Creality 1Kg",1.5,Creality,simple,exclude-from-catalog|outofstock,"Resinas|Resinas > Estándar",,,,
"Resina Estandar Gris Creality 1Kg",1.5,Creality,simple,exclude-from-catalog|outofstock,"Resinas|Resinas > Estándar",,,,
"Resina Flexible Creality 1Kg",1.5,Creality,simple,exclude-from-catalog|outofstock,"Resinas|Resinas > Estándar",,,,
"Resina Estandar Bajo Olor Azul Traslucida 500g",1.5,Creality,simple,exclude-from-catalog|outofstock,"Resinas|Resinas > Estándar",,,,
"Resina Estandar Bajo Olor Verde Traslucida 500g",1.5,Creality,simple,exclude-from-catalog|outofstock,"Resinas|Resinas > Estándar",,,,
"Resina Estandar Bajo Olor Rojo Traslucida 500g",1.5,Creality,simple,exclude-from-catalog|outofstock,"Resinas|Resinas > Estándar",,,,
"Resina Estandar Bajo Olor Transparente 500g",1.5,Creality,simple,exclude-from-catalog|outofstock,"Resinas|Resinas > Estándar",,,,
"Resina Casteable Creality 500g",1.5,Creality,simple,,"Aplicaciones|Aplicaciones > Joyería|Resinas|Resinas > Casteable","Resina Casteable|Resina de impresoras 3D",,,
"Resina Estandar Negra Anycubic 1Kg",1.5,Anycubic,simple,,"Resinas|Resinas > Estándar",,,,
"Creality CR-30",40.5,Creality,simple,,"Características|Características > Core XY|Características > Gran Formato|Impresoras 3D|Impresoras 3D > Filamento",,,,
"Creality Halot Sky",40.5,Creality,simple,exclude-from-catalog|outofstock,"Características|Características > LCD|Impresoras 3D|Impresoras 3D > Resina",,,,
"Creality Halot One",10.01,Creality,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Resina","Creality Halot One",,,
"Creality CR-10 Smart",30.01,Creality,simple,exclude-from-catalog|outofstock,"Características|Características > Cartesiana|Impresoras 3D|Impresoras 3D > Filamento","Creality CR-10 Smart",,,
"Creality UW-02",24,Creality,simple,,"Impresoras 3D|Impresoras 3D > Resina",,,,
"Anycubic Wash and Cure Plus",24,Anycubic,simple,exclude-from-catalog|outofstock,"Impresoras 3D|Impresoras 3D > Postprocesado","Anycubic Wash and Cure Plus",,,
